@id,@lat,@lon,name,historic,tourism,leisure,natural,amenity,artwork_type;
"702619,48.1408242,17.2674429,""Most pri Bratislave, Bratislavská ul."",,information,,,,";
60632760,43.2922190,-3.9654885,Cueva de El Castillo,archaeological_site,attraction,,cave_entrance,,;
60632763,43.2889236,-3.9676924,Cueva de Las Monedas,archaeological_site,attraction,,cave_entrance,,;
60632766,43.2895478,-3.9643998,Cueva de la Flecha,archaeological_site,attraction,,cave_entrance,,;
60645070,48.1851434,17.0357273,Dúbravka,,information,,,,;
60688623,46.5205958,15.6081820,,,information,,,,;
60932687,48.5926564,19.7340216,Kokava-Línia,,information,,,,;
61101293,48.5835712,19.7374199,Náučný chodník Ipeľ,,information,,,,;
61101299,48.5820667,19.7415240,,,information,,,,;
61103417,48.5967157,19.7214281,Pamätník padlým v SNP,memorial,,,,,;
61698679,48.1901430,17.2590484,Padlým v I. a II. svetovej vojne,memorial,,,,,;
62004700,43.3101006,-2.3827313,,,viewpoint,,,,;
62356109,48.2969507,19.9813031,Hodejov,,information,,,,;
"66928785,48.6059782,19.6774105,""Polianky, rázcestie"",,information,,,,";
"66940639,48.5771716,19.6292851,""Látky, križovatka"",,information,,,,";
80962330,48.9040812,19.7013900,Kumštová dolina,,information,,,,;
81535516,48.6500186,19.9426813,Rimavská Píla,,information,,,,;
"81563655,48.6505909,19.9475187,""Rimavská Píla, zast."",,information,,,,";
"82370460,48.4227896,20.3305243,""Tornaľa, stanica"",,information,,,,";
"85208446,48.6766611,19.6516756,""Tlstý Javor, odb."",,information,,,,";
86015490,48.3673071,19.5728349,Stará Halič,,information,,,,;
88139132,49.1941485,20.3007372,Kežmarské Žľaby,,information,,,,;
88213441,43.4622279,-5.0602887,Oficina de Turismo,,information,,,,;
90555440,46.4392347,13.8935276,Peričnik,,attraction,,,,;
90555580,46.4390716,13.8941679,,,viewpoint,,,,;
92639644,48.0391167,17.1708579,Čunovské jazerá,,information,,,,;
95165322,28.2740368,-16.6116736,Huevos del Teide,,attraction,,,,;
97437800,46.3356728,14.9636598,Mozirski gaj,,attraction,,,,;
"97993430,48.1150220,18.8729558,""Horné Semerovce, rázcestie za obcou"",,information,,,,";
98005890,48.2127016,18.9282431,,,information,,,,;
98747148,48.1726678,16.9786605,,,viewpoint,,,,;
101331675,42.8295501,-2.3782383,Sorginetxe trikuharria,archaeological_site,attraction,,,,;
106734624,48.2933801,19.8482110,Bulhary,,information,,,,;
107685782,48.8488550,20.3772726,Dobšinský kopec,,information,,,,;
107753837,48.8528903,20.4293958,Mlynky,,information,,,,;
"107852365,48.8314114,20.5002331,""Hnilec, stanica"",,information,,,,";
107893449,48.8566257,20.5207004,Pod Grajnárom,,information,,,,;
109967737,48.8742470,20.2680733,Ústie Spišského potoka,,information,,,,;
110017238,48.6032776,19.8054823,Utekáč,,information,,,,;
114635832,48.1848982,19.8313851,Šiatorská Bukovinka,,information,,,,;
114660419,48.5391522,19.5674472,Vrchdobroč,,information,,,,;
114660592,48.5197655,19.5003110,Dolná Bzová,,information,,,,;
115620416,48.5970539,19.2787334,,,information,,,,;
"118702863,48.6035453,19.2917298,""Očová, zrkadlo"",,information,,,,";
123465711,43.1783578,-5.3600828,,,,,cave_entrance,,;
123465719,43.1780079,-5.3579941,,,,,cave_entrance,,;
123561791,42.9969569,-2.4278981,Arrikrutz Oñatiko Kobak,,attraction,,cave_entrance,,;
126449461,43.1781714,-5.3600258,Cueva Devoyu,,attraction,,,,;
130117376,42.3343141,3.1971213,AE136- El Port de la Selva,,information,,,,;
130171943,48.4972865,19.6804230,Málinec,,information,,,,;
134570196,43.4622640,-3.8040007,Museo de Prehistoria y Arqueología de Cantabria,,museum,,,,;
135344880,43.3783073,-3.7082124,,,viewpoint,,,,;
